# Stream Size N = 2**20 N_NONZERO = 2**10
3032,77
3032,6
3032,15
5859,10
5859,76
5859,22
7341,60
7341,1
7341,25
7730,7
7730,31
7730,32
10383,76
10383,11
10383,34
12641,106
12641,14
12641,7
13805,39
13805,24
13805,27
14861,44
14861,4
14861,32
14875,23
14875,97
14875,14
15164,27
15164,20
15164,66
19973,59
19973,23
19973,16
20064,25
20064,69
20064,14
22161,54
22161,2
22161,7
23726,53
23726,16
23726,11
26470,13
26470,39
26470,57
26626,36
26626,78
26626,3
26654,12
26654,87
26654,5
26771,18
26771,9
26771,68
27057,8
27057,47
27057,55
27081,2
27081,28
27081,83
29680,75
29680,31
29680,6
31269,76
31269,3
31269,15
35930,3
35930,49
35930,13
35940,77
35940,6
35940,5
36290,31
36290,54
36290,6
37366,48
37366,2
37366,25
37560,102
37560,1
37560,3
37582,28
37582,45
37582,2
37722,74
37722,9
37722,4
39846,64
39846,17
39846,2
40201,22
40201,53
40201,33
40995,23
40995,37
40995,14
41221,20
41221,53
41221,38
41478,64
41478,12
41478,19
41961,43
41961,72
41961,16
43867,65
43867,5
43867,10
44103,45
44103,4
44103,84
45591,25
45591,76
45591,11
45710,30
45710,35
45710,7
46715,9
46715,31
46715,8
47789,35
47789,46
47789,8
50696,41
50696,23
50696,40
53819,32
53819,28
53819,56
53929,10
53929,62
53929,7
54012,5
54012,2
54012,34
55060,3
55060,78
55060,7
55080,99
55080,1
55080,1
55581,26
55581,67
55581,2
57497,43
57497,9
57497,14
58074,30
58074,39
58074,13
58261,52
58261,38
58261,35
58705,33
58705,2
58705,60
59329,45
59329,25
59329,27
59867,124
59867,2
59867,38
62306,68
62306,13
62306,18
62473,108
62473,14
62473,7
63298,47
63298,27
63298,38
63667,110
63667,1
63667,1
65048,48
65048,13
65048,15
65242,97
65242,1
65242,4
65620,41
65620,28
65620,44
66694,54
66694,5
66694,2
67111,23
67111,9
67111,69
70530,33
70530,4
70530,80
70620,97
70620,2
70620,2
71443,124
71443,2
71443,4
74438,85
74438,12
74438,6
75549,22
75549,42
75549,48
76444,39
76444,30
76444,2
78717,15
78717,10
78717,47
78821,33
78821,15
78821,70
79763,2
79763,92
79763,20
79843,22
79843,2
79843,82
80420,42
80420,35
80420,45
83241,34
83241,33
83241,44
84684,27
84684,15
84684,51
85560,64
85560,12
85560,8
88403,22
88403,45
88403,20
88595,75
88595,21
88595,19
88908,44
88908,26
88908,13
96385,30
96385,17
96385,19
98788,72
98788,39
98788,18
98999,6
98999,93
98999,2
99818,68
99818,29
99818,8
99896,55
99896,23
99896,2
101212,70
101212,13
101212,18
102041,91
102041,4
102041,1
102049,65
102049,1
102049,23
102477,16
102477,8
102477,64
103570,17
103570,35
103570,54
105459,87
105459,21
105459,5
105878,89
105878,9
105878,2
106257,70
106257,18
106257,15
106501,40
106501,1
106501,29
106541,93
106541,1
106541,3
106796,11
106796,16
106796,76
107032,69
107032,7
107032,19
107077,56
107077,18
107077,32
107607,69
107607,21
107607,13
107871,46
107871,5
107871,30
108012,63
108012,14
108012,3
110847,79
110847,17
110847,15
112341,52
112341,9
112341,28
112909,17
112909,79
112909,13
112974,67
112974,43
112974,7
113752,90
113752,3
113752,3
117775,69
117775,44
117775,6
119440,49
119440,2
119440,64
121583,93
121583,12
121583,7
124179,103
124179,2
124179,1
124500,1
124500,10
124500,114
124830,47
124830,14
124830,71
125670,63
125670,11
125670,35
127109,77
127109,4
127109,11
128128,89
128128,10
128128,16
128259,35
128259,41
128259,17
128765,33
128765,5
128765,66
129300,49
129300,74
129300,2
130042,10
130042,76
130042,17
130128,23
130128,70
130128,3
130340,42
130340,47
130340,45
130900,37
130900,68
130900,26
132909,106
132909,1
132909,1
133678,78
133678,3
133678,26
137590,46
137590,11
137590,49
138200,20
138200,26
138200,50
139233,77
139233,13
139233,25
139479,103
139479,5
139479,13
140137,28
140137,74
140137,9
141876,11
141876,21
141876,77
141971,65
141971,13
141971,2
142531,35
142531,4
142531,38
144065,55
144065,5
144065,18
144119,19
144119,5
144119,86
144271,53
144271,60
144271,1
144799,40
144799,6
144799,46
144995,31
144995,37
144995,12
146008,20
146008,6
146008,95
146342,35
146342,52
146342,31
149173,36
149173,55
149173,17
150093,92
150093,44
150093,5
153557,46
153557,31
153557,5
153573,40
153573,23
153573,11
153891,40
153891,49
153891,8
153927,49
153927,5
153927,63
154339,5
154339,49
154339,29
154661,94
154661,32
154661,20
156367,43
156367,62
156367,14
156903,36
156903,7
156903,19
157200,122
157200,1
157200,3
157973,91
157973,23
157973,1
159735,10
159735,82
159735,47
160437,109
160437,1
160437,1
161146,38
161146,1
161146,29
162673,56
162673,38
162673,28
163388,7
163388,56
163388,43
164411,48
164411,22
164411,24
165615,70
165615,1
165615,1
166213,21
166213,61
166213,4
167175,13
167175,56
167175,26
167626,44
167626,14
167626,8
168888,85
168888,14
168888,20
169845,34
169845,27
169845,18
171776,40
171776,39
171776,10
172524,30
172524,14
172524,44
175683,3
175683,1
175683,93
177183,79
177183,21
177183,19
177627,52
177627,36
177627,10
180088,45
180088,62
180088,1
186668,71
186668,10
186668,33
187258,68
187258,29
187258,3
187763,25
187763,71
187763,1
188286,2
188286,5
188286,86
189903,133
189903,2
189903,3
190138,69
190138,44
190138,20
191431,69
191431,11
191431,18
191895,20
191895,59
191895,25
195537,64
195537,1
195537,41
195880,56
195880,28
195880,44
197052,24
197052,55
197052,20
197064,24
197064,5
197064,80
198914,31
198914,17
198914,53
199095,7
199095,1
199095,79
200536,62
200536,10
200536,36
200956,80
200956,13
200956,35
200986,68
200986,1
200986,26
201469,100
201469,18
201469,8
201954,66
201954,22
201954,2
203377,43
203377,3
203377,3
207089,73
207089,3
207089,1
207483,30
207483,48
207483,40
208061,10
208061,46
208061,49
209026,75
209026,24
209026,4
210489,91
210489,6
210489,6
212889,67
212889,11
212889,1
213631,56
213631,3
213631,12
213724,13
213724,23
213724,77
215196,66
215196,5
215196,25
215282,25
215282,37
215282,28
215627,93
215627,1
215627,7
217731,54
217731,26
217731,25
217962,31
217962,41
217962,24
218517,25
218517,33
218517,23
219245,75
219245,5
219245,19
219931,102
219931,11
219931,1
223040,38
223040,5
223040,49
223337,39
223337,16
223337,34
223395,59
223395,47
223395,5
223718,7
223718,30
223718,33
223942,30
223942,17
223942,36
224689,4
224689,98
224689,14
224707,53
224707,41
224707,22
224956,83
224956,3
224956,2
227490,20
227490,83
227490,29
228573,7
228573,88
228573,40
229160,33
229160,11
229160,63
231651,73
231651,19
231651,22
231652,76
231652,14
231652,11
233919,99
233919,3
233919,18
233995,65
233995,2
233995,1
234209,85
234209,21
234209,42
234245,77
234245,1
234245,56
236787,57
236787,6
236787,42
237941,129
237941,10
237941,3
240336,32
240336,26
240336,14
241409,22
241409,78
241409,9
242167,88
242167,25
242167,18
242197,7
242197,108
242197,15
242433,67
242433,2
242433,2
244742,57
244742,14
244742,11
246110,33
246110,38
246110,55
246770,37
246770,28
246770,43
247155,52
247155,42
247155,7
247821,48
247821,48
247821,3
249393,19
249393,29
249393,60
252613,24
252613,61
252613,10
252838,5
252838,46
252838,93
253202,58
253202,53
253202,2
256624,85
256624,10
256624,12
257294,27
257294,25
257294,27
259817,1
259817,5
259817,102
263246,5
263246,28
263246,57
263309,86
263309,3
263309,2
264479,57
264479,2
264479,8
264923,14
264923,1
264923,80
265407,3
265407,87
265407,11
265691,31
265691,21
265691,40
265877,71
265877,2
265877,21
266271,21
266271,27
266271,32
266820,62
266820,27
266820,15
267090,12
267090,75
267090,1
269431,47
269431,37
269431,26
269908,25
269908,48
269908,27
270931,34
270931,7
270931,42
271523,9
271523,46
271523,59
275763,87
275763,11
275763,8
278588,71
278588,19
278588,4
279602,23
279602,37
279602,62
280065,14
280065,73
280065,27
281589,93
281589,2
281589,1
281734,27
281734,24
281734,75
284199,91
284199,13
284199,2
284432,82
284432,8
