32052,10
3679,-19
12006,22
18103,6
16634,26
15762,-1
21486,-35
29687,-25
18798,16
1931,-15
11918,-19
28643,20
6346,17
18848,1
30471,-29
22689,-13
12763,28
27925,-21
31491,11
22549,1
24775,5
15331,4
24466,-26
13706,-10
21039,14
27792,10
28413,-35
18108,-10
17660,14
5054,-5
18952,1
6322,-18
14774,4
9536,-18
28342,-2
15365,-13
14638,34
28197,3
25272,-1
15573,12
11500,-9
15663,-17
16240,10
14561,-7
20654,-34
23264,20
3023,-27
1176,27
15925,3
26507,2
19539,-21
2740,-12
330,-3
19299,18
28295,-39
10812,-12
30346,-1
5184,-8
16678,-4
9323,6
25444,-17
3006,-10
18483,18
2415,-10
6578,35
21664,20
13856,29
25745,3
25761,-34
13463,48
15663,17
28160,-17
30969,4
11738,-16
22242,1
25805,-6
13159,-5
27599,13
20700,-7
3305,9
32310,-8
4839,23
19813,-3
1198,-27
22496,-7
13202,-18
2557,30
12169,15
129,13
32740,28
17287,-5
8725,9
10848,-2
25800,5
11185,3
30025,-14
4085,24
9143,-20
22875,-33
32077,-12
1873,18
24071,-21
19363,-19
12802,27
6416,9
10587,1
29326,-14
24212,5
8201,-4
27228,-23
4372,1
26753,48
16776,7
22788,2
10303,14
24833,-6
18909,34
27791,5
684,31
30333,-16
4138,2
25738,32
16328,-26
25503,-24
15492,-22
25196,-1
27547,11
16417,27
14875,-21
30696,26
18038,-4
25309,9
19960,20
9464,-4
9042,21
12356,-39
2642,-1
46,11
9063,1
31337,-8
16230,3
6951,2
10996,35
13693,6
3507,-31
10561,10
15969,5
14496,-9
16113,-17
20664,10
28360,29
3266,-18
7066,10
28746,27
17554,-36
21581,51
14572,2
14129,19
19649,-27
10338,-14
10337,-17
19261,53
21113,27
11732,-22
28867,1
4497,23
19302,-25
7498,-5
15316,-13
27329,10
26754,20
15919,-1
8837,-24
4331,16
11195,9
1943,18
17673,17
1305,50
26113,1
8291,40
11831,-28
13723,18
32415,-4
32438,16
18113,23
22371,12
31834,-33
3320,1
18660,14
24379,-25
18555,13
26523,2
18659,1
25181,13
5498,5
59,24
22723,32
16307,-2
16845,-20
9691,-11
29819,9
9051,17
8674,-24
12794,6
